s,S,F,R,RT,congruent,OverallAcc
40,s1,A,r1,0.484,1,1
40,s1,A,r1,0.443,1,1
40,s1,A,r1,0.419,1,1
40,s2,A,r2,0.492,0,1
40,s1,A,r1,0.563,0,1
40,s1,A,r1,0.406,1,1
40,s2,A,r2,0.672,1,1
40,s2,A,r2,0.494,1,1
40,s1,A,r1,0.452,1,1
40,s1,A,r1,0.444,1,1
40,s1,A,r1,0.548,0,1
40,s1,A,r1,0.456,1,1
40,s1,A,r1,0.384,1,1
40,s1,A,r1,0.378,1,1
40,s1,A,r1,0.373,1,1
40,s1,A,r1,0.369,1,1
40,s1,A,r1,0.349,1,1
40,s2,A,r2,0.457,1,1
40,s1,A,r1,0.417,1,1
40,s1,A,r1,0.362,1,1
40,s1,A,r1,0.374,1,1
40,s2,A,r2,0.417,1,1
40,s2,A,r2,0.634,0,1
40,s1,A,r1,0.442,1,1
40,s1,A,r1,0.579,0,1
40,s2,A,r2,0.389,1,1
40,s1,A,r1,0.4,1,1
40,s2,A,r2,0.394,1,1
40,s1,A,r1,0.532,1,1
40,s1,A,r1,0.393,1,1
40,s2,A,r2,0.451,1,1
40,s1,A,r1,0.523,0,1
40,s2,A,r2,0.464,1,1
40,s2,A,r2,0.471,1,1
40,s1,A,r1,0.446,1,1
40,s1,A,r1,0.422,1,1
40,s2,A,r2,0.416,1,1
40,s1,A,r1,0.393,1,1
40,s2,A,r2,0.403,1,1
40,s1,A,r1,0.446,1,1
40,s1,A,r1,0.389,1,1
40,s1,A,r1,0.592,0,1
40,s1,A,r1,0.419,1,1
40,s2,A,r2,0.46,1,1
40,s1,A,r1,0.531,0,1
40,s2,A,r2,0.44,1,1
40,s1,A,r1,0.384,1,1
40,s2,A,r1,0.394,1,0
40,s2,A,r2,0.453,1,1
40,s1,A,r1,0.525,0,1
40,s2,A,r2,0.53,1,1
40,s2,A,r2,0.438,1,1
40,s2,A,r2,0.431,1,1
40,s1,A,r1,0.439,1,1
40,s2,A,r2,0.415,1,1
40,s2,A,r2,0.505,0,1
40,s1,A,r1,0.404,1,1
40,s1,A,r1,0.398,1,1
40,s1,A,r1,0.36,1,1
40,s2,A,r2,0.435,1,1
40,s1,A,r1,0.38,1,1
40,s2,A,r2,0.455,1,1
40,s1,A,r1,0.351,1,1
40,s2,A,r2,0.475,0,1
40,s2,A,r2,0.435,1,1
40,s1,A,r1,0.395,1,1
40,s2,A,r2,0.421,1,1
40,s2,A,r2,0.383,1,1
40,s1,A,r1,0.554,0,1
40,s1,A,r1,0.429,1,1
40,s2,A,r2,0.47,0,1
40,s2,A,r2,0.493,0,1
40,s2,A,r2,0.436,1,1
40,s1,A,r1,0.445,1,1
40,s1,A,r1,0.437,1,1
40,s1,A,r1,0.429,1,1
40,s2,A,r2,0.518,1,1
40,s1,A,r1,0.459,1,1
40,s2,A,r2,0.467,1,1
40,s1,A,r1,0.378,1,1
40,s2,A,r2,0.453,1,1
40,s1,A,r1,0.397,1,1
40,s2,A,r2,0.359,1,1
40,s2,A,r2,0.404,1,1
40,s2,A,r2,0.398,1,1
40,s2,A,r2,0.392,1,1
40,s1,A,r1,0.386,1,1
40,s1,A,r1,0.334,1,1
40,s2,A,r2,0.41,1,1
40,s1,A,r1,0.436,1,1
40,s1,A,r1,0.38,1,1
40,s1,A,r1,0.487,0,1
40,s2,A,r2,0.397,1,1
40,s2,A,r2,0.44,1,1
40,s1,A,r1,0.4,1,1
40,s1,A,r1,0.41,1,1
40,s2,A,r2,0.436,1,1
40,s1,A,r1,0.701,0,1
40,s2,A,r2,0.442,1,1
40,s2,A,r2,0.514,0,1
40,s2,A,r2,0.455,1,1
40,s1,A,r1,0.415,1,1
40,s1,A,r1,0.425,1,1
40,s1,A,r1,0.594,0,1
40,s1,A,r1,0.436,1,1
40,s2,A,r2,0.492,1,1
40,s2,A,r2,0.595,1,1
40,s1,A,r1,0.436,1,1
40,s1,A,r1,0.477,0,1
40,s2,A,r2,0.516,1,1
40,s1,A,r1,0.409,1,1
40,s2,A,r2,0.499,0,1
40,s1,A,r1,0.473,1,1
40,s2,A,r2,0.527,0,1
40,s1,A,r1,0.451,1,1
40,s1,A,r1,0.443,1,1
40,s2,A,r2,0.531,0,1
40,s2,A,r2,0.952,1,1
40,s2,A,r2,0.442,1,1
40,s1,A,r1,0.435,1,1
40,s1,A,r1,0.427,1,1
40,s2,A,r2,0.388,1,1
40,s1,A,r1,0.415,1,1
40,s1,A,r1,0.408,1,1
40,s2,A,r2,0.435,1,1
40,s1,A,r1,0.395,1,1
40,s1,A,r1,0.517,0,1
40,s2,A,r2,0.474,1,1
40,s2,A,r2,0.514,0,1
40,s1,A,r1,0.423,1,1
40,s1,A,r1,0.415,1,1
40,s2,A,r2,0.393,1,1
40,s2,A,r2,0.451,1,1
40,s1,A,r1,0.395,1,1
40,s1,A,r1,0.437,1,1
40,s2,A,r2,0.494,0,1
40,s1,A,r1,0.404,1,1
40,s1,A,r1,0.382,1,1
40,s2,A,r2,0.425,1,1
40,s2,A,r2,0.418,1,1
40,s2,A,r2,0.508,0,1
40,s2,A,r2,0.481,0,1
40,s2,A,r2,0.424,1,1
40,s1,A,r1,0.497,0,1
40,s1,A,r1,0.423,1,1
40,s2,A,r2,0.449,1,1
40,s1,A,r1,0.425,1,1
40,s2,A,r2,0.578,0,1
40,s2,A,r2,0.484,1,1
40,s1,A,r1,0.475,0,1
40,s1,A,r1,0.418,1,1
40,s2,A,r2,0.507,1,1
40,s1,A,r1,0.433,1,1
40,s1,A,r1,0.378,1,1
40,s2,A,r2,0.389,1,1
40,s1,A,r1,0.431,1,1
40,s1,A,r1,0.491,1,1
40,s2,A,r2,0.417,0,1
40,s1,A,r1,0.347,1,1
40,s1,A,r1,0.359,1,1
40,s1,A,r1,0.515,0,1
40,s1,A,r1,0.36,1,1
40,s1,A,r1,0.339,1,1
40,s1,A,r1,0.384,1,1
40,s1,A,r1,0.411,0,1
40,s1,A,r1,0.404,0,1
40,s2,A,r2,0.43,1,1
40,s1,A,r1,0.359,1,1
40,s2,A,r2,0.403,1,1
40,s2,A,r2,0.429,0,1
40,s2,A,r2,0.39,1,1
40,s1,A,r1,0.4,1,1
40,s2,A,r2,0.506,1,1
40,s2,A,r2,0.416,1,1
40,s1,A,r1,0.41,1,1
40,s2,A,r2,0.404,1,1
40,s1,A,r1,0.43,1,1
40,s2,A,r2,0.423,1,1
40,s1,A,r1,0.48,0,1
40,s1,A,r1,0.375,1,1
40,s2,A,r2,0.416,1,1
40,s2,A,r2,0.426,1,1
40,s1,A,r1,0.499,0,1
40,s2,A,r2,0.457,0,1
40,s2,A,r2,0.433,1,1
40,s2,A,r2,0.474,1,1
40,s2,A,r2,0.481,1,1
40,s1,A,r1,0.424,0,1
40,s2,A,r2,0.416,1,1
40,s2,A,r2,0.41,1,1
40,s2,A,r2,0.467,0,1
40,s2,A,r2,0.362,1,1
40,s1,A,r1,0.358,1,1
40,s1,A,r1,0.386,1,1
40,s2,A,r2,0.381,1,1
40,s1,A,r1,0.52,1,1
40,s2,A,r2,0.381,1,1
40,s1,A,r1,0.344,1,1
40,s1,A,r1,0.356,1,1
40,s2,A,r2,0.369,1,1
40,s1,A,r1,0.364,1,1
40,s2,A,r2,0.52,1,1
40,s1,A,r1,0.749,1,1
40,s2,A,r2,0.44,1,1
40,s2,A,r2,0.433,1,1
40,s1,A,r1,0.377,1,1
40,s2,A,r2,0.468,1,1
40,s2,A,r2,0.46,0,1
40,s1,A,r1,0.404,1,1
40,s2,A,r2,0.51,1,1
40,s1,A,r1,0.547,0,1
40,s1,A,r1,0.422,1,1
40,s1,A,r1,0.56,0,1
40,s1,A,r1,0.467,0,1
40,s1,A,r1,0.458,1,1
40,s2,A,r2,0.45,1,1
40,s1,A,r1,0.41,1,1
40,s1,A,r1,0.403,1,1
40,s1,A,r1,0.525,0,1
40,s1,A,r1,0.419,1,1
40,s1,A,r1,0.396,1,1
40,s2,A,r2,0.438,0,1
40,s2,A,r2,0.415,1,1
40,s2,A,r2,0.392,1,1
40,s2,A,r2,0.451,1,1
40,s1,A,r1,0.475,0,1
40,s1,A,r1,0.402,1,1
40,s2,A,r2,0.429,1,1
40,s2,A,r2,0.517,0,1
40,s2,A,r2,0.426,1,1
40,s2,A,r2,0.435,1,1
40,s2,A,r2,0.428,1,1
40,s2,A,r2,0.388,1,1
40,s2,A,r2,0.543,0,1
40,s2,A,r2,0.42,1,1
40,s1,A,r1,0.413,1,1
40,s1,A,r1,0.679,0,1
40,s2,A,r2,0.516,0,1
40,s2,A,r2,0.409,1,1
40,s1,A,r1,0.468,0,1
40,s2,A,r2,0.443,1,1
40,s2,A,r2,0.468,1,1
40,s2,A,r2,0.475,0,1
40,s1,A,r1,0.418,1,1
40,s1,A,r1,0.411,1,1
40,s1,A,r1,0.405,1,1
40,s1,A,r1,0.735,0,1
40,s2,A,r2,0.443,1,1
40,s1,A,r1,0.451,1,1
40,s1,A,r1,0.459,0,1
40,s1,A,r1,0.435,0,1
40,s1,A,r1,0.428,1,1
40,s2,A,r2,0.436,1,1
40,s2,A,r2,0.476,0,1
40,s1,A,r1,0.387,1,1
40,s2,A,r2,0.462,0,1
40,s2,A,r2,0.561,0,1
40,s1,A,r1,0.388,1,1
40,s1,A,r1,0.415,1,1
40,s2,A,r2,0.392,1,1
40,s2,A,r2,0.386,1,1
40,s2,A,r2,0.413,0,1
40,s2,A,r2,0.438,1,1
40,s1,A,r1,0.606,0,1
40,s1,A,r1,0.4,1,1
40,s1,A,r1,0.394,1,1
40,s2,A,r2,0.404,1,1
40,s2,A,r2,0.494,0,1
40,s1,A,r1,0.468,0,1
40,s1,A,r1,0.411,1,1
40,s1,A,r1,0.421,1,1
40,s2,A,r2,0.43,1,1
40,s2,A,r2,0.438,1,1
40,s1,A,r1,0.463,0,1
40,s2,A,r2,0.582,0,1
40,s2,A,r2,0.424,1,1
40,s2,A,r2,0.418,1,1
40,s1,A,r1,0.395,1,1
40,s2,A,r2,0.421,1,1
40,s2,A,r2,0.479,1,1
40,s2,A,r2,0.405,1,1
40,s1,A,r1,0.432,1,1
40,s1,A,r1,0.392,1,1
40,s1,A,r1,0.45,1,1
40,s1,A,r1,0.41,1,1
40,s2,A,r2,0.436,1,1
40,s2,A,r2,0.477,0,1
40,s2,A,r2,0.451,0,1
40,s2,A,r2,0.459,1,1
40,s2,A,r2,0.403,1,1
40,s1,A,r1,0.525,0,1
40,s2,A,r2,0.498,1,1
40,s1,A,r1,0.392,1,1
40,s2,A,r2,0.435,1,1
40,s1,A,r1,0.38,1,1
40,s2,A,r2,0.423,1,1
40,s1,A,r2,0.447,0,0
40,s2,A,r2,0.471,1,1
40,s1,A,r1,0.526,0,1
40,s1,A,r1,0.452,1,1
40,s2,A,r2,0.507,1,1
40,s2,A,r2,0.465,1,1
40,s1,A,r1,0.553,0,1
40,s2,A,r2,0.636,1,1
40,s2,A,r2,0.604,0,1
40,s2,A,r2,0.526,0,1
40,s2,A,r2,0.627,0,1
40,s1,A,r1,0.483,1,1
40,s2,A,r2,0.554,0,1
40,s1,A,r1,0.493,1,1
40,s1,A,r1,0.547,0,1
40,s1,A,r1,0.471,1,1
40,s1,A,r1,0.494,1,1
40,s1,A,r1,0.484,0,1
40,s2,A,r2,0.41,1,1
40,s1,A,r1,0.404,1,1
40,s2,A,r2,0.414,1,1
40,s2,A,r2,0.439,1,1
40,s1,A,r1,0.448,0,1
40,s1,A,r1,0.424,1,1
40,s2,A,r2,0.578,1,1
40,s1,A,r1,0.388,1,1
40,s2,A,r2,0.399,1,1
40,s2,A,r2,0.441,1,1
40,s2,A,r2,0.402,1,1
40,s2,A,r2,0.38,1,1
40,s2,A,r2,0.551,0,1
40,s1,A,r1,0.393,1,1
40,s1,A,r1,0.387,1,1
40,s1,A,r1,0.351,1,1
40,s2,A,r2,0.523,0,1
40,s2,A,r2,0.416,1,1
40,s1,A,r1,0.458,1,1
40,s2,A,r2,0.593,1,1
40,s2,A,r2,0.435,1,1
40,s1,A,r1,0.46,1,1
40,s1,A,r1,0.403,1,1
40,s2,A,r2,0.477,1,1
40,s2,A,r2,0.436,1,1
40,s1,A,r1,0.493,0,1
40,s1,A,r1,0.467,1,1
40,s2,A,r2,0.426,1,1
40,s1,A,r1,0.419,1,1
40,s1,A,r1,0.508,1,1
40,s1,A,r1,0.466,1,1
40,s1,A,r1,0.458,1,1
40,s2,A,r2,0.449,1,1
40,s2,A,r2,0.441,1,1
40,s1,A,r1,0.497,0,1
40,s1,A,r1,0.439,1,1
40,s2,A,r2,0.496,1,1
40,s2,A,r2,0.422,1,1
40,s1,A,r1,0.463,1,1
40,s2,A,r2,0.47,1,1
40,s2,A,r2,0.494,1,1
40,s2,A,r2,0.547,0,1
40,s2,A,r2,0.603,1,1
40,s2,A,r2,0.412,1,1
40,s2,A,r2,0.374,1,1
40,s1,A,r1,0.4,1,1
40,s2,A,r2,0.459,0,1
40,s2,A,r2,0.386,0,1
40,s2,A,r2,0.349,1,1
40,s2,A,r2,0.377,1,1
40,s2,A,r2,0.804,0,1
40,s1,A,r1,0.381,1,1
40,s2,A,r2,0.439,0,1
40,s2,A,r2,0.496,0,1
40,s1,A,r1,0.438,1,1
40,s2,A,r2,0.479,0,1
40,s2,A,r2,0.485,0,1
40,s2,A,r2,0.396,1,1
40,s1,A,r1,0.422,1,1
40,s1,A,r1,0.559,0,1
40,s1,A,r1,0.499,1,1
40,s2,A,r2,0.457,0,1
40,s2,A,r2,0.417,1,1
40,s1,A,r1,0.41,1,1
40,s1,A,r1,0.436,1,1
40,s2,A,r2,0.428,1,1
40,s2,A,r2,0.485,0,1
40,s1,A,r1,0.603,0,1
40,s2,A,r2,0.781,1,1
40,s1,A,r1,0.486,1,1
40,s1,A,r1,0.429,1,1
40,s2,A,r2,0.438,1,1
40,s1,A,r1,0.542,0,1
40,s1,A,r1,0.451,1,1
40,s2,A,r2,0.459,1,1
40,s1,A,r1,0.451,1,1
40,s2,A,r2,0.459,1,1
40,s1,A,r1,0.419,1,1
40,s1,A,r1,0.412,1,1
40,s2,A,r2,0.437,1,1
40,s1,A,r1,0.398,1,1
40,s1,A,r1,0.6,0,1
40,s1,A,r1,0.426,1,1
40,s2,A,r2,0.563,1,1
40,s2,A,r2,0.47,1,1
40,s2,A,r2,0.445,1,1
40,s1,A,r1,0.469,1,1
40,s2,A,r2,0.412,1,1
40,s1,A,r1,0.486,1,1
40,s2,A,r2,0.524,1,1
40,s1,A,r1,0.498,1,1
40,s2,A,r2,0.503,1,1
40,s1,A,r1,0.605,1,1
40,s2,A,r2,0.447,1,1
40,s1,A,r1,0.535,0,1
40,s2,A,r2,0.827,1,1
40,s2,A,r2,0.531,0,1
40,s1,A,r1,0.423,1,1
40,s2,A,r2,0.401,1,1
40,s2,A,r2,0.475,1,1
40,s1,A,r1,0.498,0,1
40,s1,A,r1,0.456,1,1
40,s1,A,r1,0.432,1,1
40,s2,A,r2,0.409,1,1
40,s1,A,r1,0.499,0,1
40,s1,A,r1,0.488,0,1
40,s1,A,r1,0.415,1,1
40,s1,A,r1,0.408,1,1
40,s1,A,r1,0.403,1,1
40,s2,A,r2,0.509,1,1
40,s1,A,r1,0.483,0,1
40,s1,A,r1,0.425,1,1
40,s1,A,r1,0.562,0,1
40,s2,A,r2,0.437,1,1
40,s2,A,r2,0.59,0,1
40,s1,A,r1,0.544,0,1
40,s2,A,r2,0.516,1,1
40,s1,A,r1,0.489,1,1
40,s2,A,r2,0.463,1,1
40,s2,A,r2,0.47,1,1
40,s1,A,r1,0.429,1,1
40,s2,A,r2,0.486,0,1
40,s2,A,r2,0.396,1,1
40,s1,A,r1,0.486,1,1
40,s2,A,r2,0.413,1,1
40,s2,A,r2,0.486,1,1
40,s2,A,r2,0.477,1,1
40,s2,A,r2,0.499,1,1
40,s2,A,r2,0.409,1,1
40,s2,A,r2,0.435,1,1
40,s2,A,r2,0.427,1,1
40,s1,A,r1,0.388,1,1
40,s1,A,r1,0.431,1,1
40,s1,A,r1,0.392,1,1
40,s2,A,r2,0.482,0,1
40,s2,A,r2,0.473,1,1
40,s1,A,r1,0.592,1,1
40,s2,A,r2,0.434,1,1
40,s1,A,r1,0.411,1,1
40,s1,A,r1,0.389,1,1
40,s1,A,r1,0.335,1,1
40,s1,A,r2,0.477,0,0
41,s2,A,r2,1.319,1,1
41,s2,A,r2,0.442,1,1
41,s1,A,r1,0.385,1,1
41,s2,A,r2,0.444,1,1
41,s1,A,r1,0.516,1,1
41,s1,A,r2,0.489,0,0
41,s1,A,r1,0.784,1,1
41,s2,A,r2,0.633,1,1
41,s1,A,r1,0.793,0,1
41,s1,A,r1,0.498,1,1
41,s1,A,r1,0.392,1,1
41,s2,A,r2,0.754,0,1
41,s2,A,r2,0.573,1,1
41,s2,A,r2,0.528,1,1
41,s2,A,r2,0.597,1,1
41,s2,A,r2,0.566,0,1
41,s2,A,r2,0.553,1,1
41,s1,A,r1,0.477,1,1
41,s2,A,r2,0.435,1,1
41,s1,A,r1,0.412,1,1
41,s2,A,r2,0.437,1,1
41,s2,A,r2,0.542,1,1
41,s2,A,r2,0.386,1,1
41,s2,A,r2,0.525,0,1
41,s2,A,r2,0.417,0,1
41,s1,A,r1,0.427,1,1
41,s2,A,r2,0.372,1,1
41,s1,A,r1,0.383,0,1
41,s2,A,r2,0.41,1,1
41,s1,A,r1,0.324,1,1
41,s2,A,r2,0.305,1,1
41,s2,A,r2,0.384,0,1
41,s1,A,r1,0.411,1,1
41,s1,A,r2,0.452,0,0
41,s2,A,r2,0.364,1,1
41,s2,A,r2,0.488,1,1
41,s2,A,r2,0.398,1,1
41,s2,A,r2,0.536,1,1
41,s2,A,r2,0.461,1,1
41,s2,A,r2,0.372,1,1
41,s1,A,r1,0.383,1,1
41,s1,A,r2,0.298,1,0
41,s2,A,r2,0.488,1,1
41,s1,A,r1,0.527,1,1
41,s2,A,r2,0.531,1,1
41,s1,A,r1,0.536,0,1
41,s1,A,r1,0.508,1,1
41,s2,A,r2,0.562,0,1
41,s2,A,r2,0.581,1,1
41,s2,A,r2,0.567,1,1
41,s1,A,r1,0.65,0,1
41,s1,A,r1,0.681,1,1
41,s2,A,r2,0.599,0,1
41,s1,A,r1,0.728,0,1
41,s2,A,r2,0.356,1,1
41,s2,A,r2,0.528,1,1
41,s1,A,r1,0.5,0,1
41,s2,A,r2,0.442,0,1
41,s2,A,r2,0.547,1,1
41,s2,A,r2,0.551,0,1
41,s1,A,r1,0.57,0,1
41,s2,A,r2,0.525,1,1
41,s2,A,r2,0.514,1,1
41,s1,A,r1,0.471,1,1
41,s1,A,r1,0.686,1,1
41,s1,A,r1,0.492,1,1
41,s2,A,r2,0.563,1,1
41,s1,A,r1,0.47,1,1
41,s2,A,r2,0.525,1,1
41,s1,A,r1,0.386,1,1
41,s1,A,r1,0.685,1,1
41,s2,A,r2,0.571,0,1
41,s1,A,r1,0.478,0,1
41,s2,A,r2,0.484,0,1
41,s1,A,r1,0.459,1,1
41,s1,A,r1,0.611,0,1
41,s1,A,r1,0.483,1,1
41,s2,A,r2,0.506,0,1
41,s2,A,r2,0.592,0,1
41,s2,A,r2,0.562,1,1
41,s1,A,r1,0.485,1,1
41,s2,A,r2,0.523,1,1
41,s1,A,r1,0.382,1,1
41,s2,A,r2,0.361,1,1
41,s2,A,r2,0.517,0,1
41,s1,A,r1,0.458,1,1
41,s1,A,r1,0.754,0,1
41,s2,A,r2,0.493,1,1
41,s2,A,r2,0.515,1,1
41,s1,A,r1,0.536,1,1
41,s1,A,r1,0.652,0,1
41,s2,A,r2,0.571,1,1
41,s1,A,r1,0.558,0,1
41,s1,A,r1,0.642,1,1
41,s2,A,r2,0.482,1,1
41,s2,A,r2,0.536,1,1
41,s1,A,r1,0.589,1,1
41,s2,A,r2,0.543,1,1
41,s1,A,r1,0.531,1,1
41,s1,A,r1,0.488,1,1
41,s1,A,r1,0.617,1,1
41,s1,A,r1,0.362,1,1
41,s2,A,r2,0.486,1,1
41,s1,A,r1,0.508,0,1
41,s2,A,r2,0.529,1,1
41,s2,A,r2,0.47,0,1
41,s2,A,r2,0.445,1,1
41,s2,A,r2,0.565,0,1
41,s2,A,r2,0.504,1,1
41,s1,A,r1,0.541,0,1
41,s1,A,r1,0.434,0,1
41,s1,A,r1,0.411,1,1
41,s2,A,r2,0.532,0,1
41,s2,A,r2,0.536,0,1
41,s1,A,r1,0.461,1,1
41,s1,A,r1,0.452,1,1
41,s1,A,r1,0.428,1,1
41,s1,A,r1,0.389,1,1
41,s2,A,r2,0.511,0,1
41,s2,A,r2,0.421,1,1
41,s1,A,r1,0.478,1,1
41,s2,A,r2,0.484,1,1
41,s2,A,r2,0.427,0,1
41,s2,A,r2,0.468,1,1
41,s2,A,r2,0.411,1,1
41,s2,A,r2,0.468,1,1
41,s2,A,r2,0.396,0,1
41,s1,A,r1,0.486,0,1
41,s2,A,r2,0.332,1,1
41,s2,A,r2,0.425,1,1
41,s1,A,r1,0.451,1,1
41,s1,A,r2,0.363,1,0
41,s1,A,r1,0.662,1,1
41,s2,A,r2,0.501,1,1
41,s2,A,r2,0.427,1,1
41,s2,A,r2,0.371,1,1
41,s1,A,r1,0.463,1,1
41,s1,A,r1,0.47,1,1
41,s2,A,r2,0.494,1,1
41,s1,A,r1,0.531,0,1
41,s1,A,r1,0.52,1,1
41,s1,A,r1,0.445,1,1
41,s2,A,r2,0.549,0,1
41,s2,A,r2,0.616,1,1
41,s1,A,r1,0.633,0,1
41,s1,A,r1,0.889,1,1
41,s1,A,r1,0.51,0,1
41,s1,A,r1,0.499,1,1
41,s1,A,r1,0.521,1,1
41,s2,A,r2,0.446,1,1
41,s1,A,r1,0.406,1,1
41,s2,A,r2,0.479,1,1
41,s2,A,r2,0.502,1,1
41,s1,A,r1,0.46,1,1
41,s2,A,r2,0.435,1,1
41,s2,A,r2,0.619,0,1
41,s1,A,r1,0.524,1,1
41,s2,A,r2,0.513,1,1
41,s2,A,r2,0.598,1,1
41,s1,A,r1,0.487,1,1
41,s2,A,r2,0.398,0,1
41,s2,A,r2,0.568,1,1
41,s1,A,r1,0.699,0,1
41,s1,A,r1,0.6,1,1
41,s2,A,r2,0.441,1,1
41,s2,A,r2,0.417,1,1
41,s1,A,r1,0.474,1,1
41,s2,A,r2,0.498,1,1
41,s2,A,r2,0.504,1,1
41,s1,A,r1,0.525,0,1
41,s1,A,r1,0.562,1,1
41,s1,A,r1,0.469,1,1
41,s2,A,r2,0.445,1,1
41,s2,A,r2,0.501,1,1
41,s2,A,r2,0.458,1,1
41,s1,A,r1,0.418,1,1
41,s2,A,r2,0.54,1,1
41,s1,A,r1,0.4,1,1
41,s1,A,r1,0.442,1,1
41,s1,A,r1,0.579,0,1
41,s2,A,r2,0.549,1,1
41,s1,A,r1,0.585,1,1
41,s2,A,r2,0.443,1,1
41,s1,A,r1,0.387,1,1
41,s1,A,r1,0.43,1,1
41,s1,A,r1,0.454,1,1
41,s1,A,r1,0.414,1,1
41,s1,A,r1,0.536,1,1
41,s1,A,r1,0.476,1,1
41,s1,A,r1,0.451,1,1
41,s2,A,r2,0.475,1,1
41,s2,A,r2,0.434,1,1
41,s2,A,r2,0.491,0,1
41,s2,A,r2,0.497,1,1
41,s1,A,r1,0.519,1,1
41,s2,A,r2,0.428,1,1
41,s2,A,r2,0.405,1,1
41,s2,A,r2,0.431,1,1
41,s2,A,r2,0.392,0,1
41,s1,A,r1,0.354,1,1
41,s1,A,r1,0.961,0,1
41,s1,A,r1,0.771,1,1
41,s2,A,r2,0.589,0,1
41,s1,A,r1,0.463,1,1
41,s1,A,r1,0.582,0,1
41,s1,A,r1,0.617,1,1
41,s1,A,r1,0.601,0,1
41,s2,A,r2,0.699,1,1
41,s1,A,r1,0.648,0,1
41,s1,A,r1,0.582,1,1
41,s2,A,r2,0.696,0,1
41,s2,A,r2,0.869,0,1
41,s1,A,r1,0.635,1,1
41,s2,A,r2,0.779,0,1
41,s2,A,r2,0.836,0,1
41,s1,A,r1,0.78,1,1
41,s1,A,r1,0.805,0,1
41,s1,A,r1,0.798,1,1
41,s1,A,r1,0.791,1,1
41,s1,A,r1,0.752,0,1
41,s2,A,r2,0.683,1,1
41,s2,A,r2,0.713,1,1
41,s2,A,r2,0.581,0,1
41,s1,A,r1,0.567,0,1
41,s1,A,r1,0.618,1,1
41,s2,A,r2,0.683,1,1
41,s1,A,r1,0.617,1,1
41,s2,A,r2,0.665,1,1
41,s2,A,r2,0.664,0,1
41,s2,A,r2,0.822,1,1
41,s1,A,r1,0.606,1,1
41,s1,A,r1,0.688,1,1
41,s2,A,r2,0.653,1,1
41,s1,A,r1,0.717,1,1
41,s2,A,r2,0.761,1,1
41,s1,A,r1,0.627,1,1
41,s2,A,r2,0.595,1,1
41,s2,A,r2,0.549,0,1
41,s1,A,r1,0.68,0,1
41,s2,A,r2,0.518,1,1
41,s1,A,r1,0.411,1,1
41,s1,A,r1,0.645,0,1
41,s2,A,r2,0.58,1,1
41,s1,A,r1,0.486,1,1
41,s2,A,r2,0.636,0,1
41,s2,A,r2,0.54,1,1
41,s2,A,r2,0.529,1,1
41,s1,A,r1,0.613,0,1
41,s1,A,r1,0.63,1,1
41,s1,A,r1,0.598,1,1
41,s2,A,r2,0.695,1,1
41,s2,A,r2,0.532,0,1
41,s2,A,r2,0.569,1,1
41,s1,A,r1,0.571,0,1
41,s2,A,r2,0.558,0,1
41,s2,A,r2,0.482,1,1
41,s2,A,r2,0.489,1,1
41,s2,A,r2,0.542,1,1
41,s2,A,r2,0.627,0,1
41,s1,A,r1,0.611,0,1
41,s1,A,r1,0.564,0,1
41,s2,A,r2,0.519,1,1
41,s2,A,r2,0.46,0,1
41,s2,A,r2,0.611,1,1
41,s1,A,r1,0.564,1,1
41,s1,A,r1,0.519,1,1
41,s2,A,r2,0.476,1,1
41,s1,A,r1,0.611,1,1
41,s2,A,r2,0.564,0,1
41,s1,A,r1,0.551,1,1
41,s1,A,r1,0.57,1,1
41,s1,A,r1,0.509,1,1
41,s2,A,r2,0.562,1,1
41,s2,A,r2,0.678,0,1
41,s2,A,r2,0.516,1,1
41,s1,A,r1,0.488,1,1
41,s2,A,r2,0.639,1,1
41,s1,A,r1,0.527,0,1
41,s2,A,r2,0.627,1,1
41,s2,A,r2,0.499,1,1
41,s1,A,r1,0.52,1,1
41,s1,A,r1,0.526,1,1
41,s1,A,r1,0.466,1,1
41,s2,A,r2,0.553,1,1
41,s2,A,r2,0.541,0,1
41,s1,A,r1,0.609,1,1
41,s2,A,r2,0.642,1,1
41,s2,A,r2,0.514,0,1
41,s1,A,r1,0.6,0,1
41,s2,A,r2,0.569,1,1
41,s1,A,r1,0.604,1,1
41,s1,A,r1,0.541,1,1
41,s2,A,r2,0.546,1,1
41,s1,A,r1,0.549,1,1
41,s1,A,r1,0.521,1,1
41,s2,A,r2,0.622,1,1
41,s1,A,r1,0.719,1,1
41,s2,A,r2,0.571,0,1
41,s1,A,r1,0.478,1,1
41,s1,A,r1,1.028,1,1
41,s2,A,r2,0.687,1,1
41,s1,A,r1,0.381,1,1
41,s2,A,r2,0.424,1,1
41,s2,A,r1,0.305,0,0
41,s1,A,r1,0.352,1,1
41,s2,A,r2,0.508,1,1
41,s1,A,r1,0.465,1,1
41,s2,A,r2,0.457,1,1
41,s1,A,r1,0.512,1,1
41,s2,A,r2,0.406,0,1
41,s2,A,r2,0.48,1,1
41,s1,A,r1,0.453,0,1
41,s2,A,r2,0.43,1,1
41,s1,A,r1,0.423,1,1
41,s2,A,r2,0.335,0,1
41,s1,A,r1,0.509,0,1
41,s2,A,r2,0.354,1,1
41,s1,A,r1,0.399,1,1
41,s1,A,r1,0.473,1,1
41,s2,A,r2,0.496,1,1
